user_id,其他,影视,物料,舞台,avg_cate_play_ratio,avg_video_popularity
user_026,9.6,0.0,0.0,0.0,0.00015255689704135383,0.25039477769675567
user_027,57.8,0.0,0.0,0.0,0.03659283590837598,0.2959312665990259
user_028,93.8,0.0,0.0,0.0,0.00025656273510290634,0.25649625031459394
user_029,42.0,0.0,0.0,0.0,0.0011978487734747875,0.23873872182131256
user_030,27.0,0.0,0.0,0.0,0.0001856240271673771,0.24309576297679975
user_031,35.1,0.0,0.0,0.0,0.00038550065262833196,0.2436771428336574
user_032,16.200000000000003,0.0,0.0,0.0,0.00012047621063301392,0.24512515638109017
user_033,45.0,0.0,0.0,0.0,0.00031527871241568596,0.2574253868170264
user_034,4.9,0.0,0.0,0.0,0.0003339833883232281,0.2398884686143746
user_035,25.2,0.0,0.0,0.0,0.00039012998631745194,0.2467616991522696
user_036,39.6,0.0,0.0,0.0,0.0004783237576184101,0.24348705179973143
user_037,19.200000000000003,0.0,0.0,0.0,0.0001363969931332548,0.24293516380763122
user_038,3.6000000000000005,0.0,0.0,0.0,0.0005874134966082885,0.26850423740480195
user_039,4.9,0.0,0.0,0.0,0.0003573749103493814,0.256031333551128
user_040,67.60000000000001,0.0,0.0,0.0,0.0002290643744740017,0.25744996691008615
user_041,16.8,0.0,0.0,0.0,0.0003390017447247607,0.25768175069392973
user_042,23.2,0.0,0.0,0.0,0.01227242126421227,0.2804721538303283
user_043,19.8,0.0,0.0,0.0,0.0004620120524329529,0.2557087469275916
user_044,24.3,0.0,0.0,0.0,0.000316347455497491,0.25947103193604987
user_045,31.0,0.0,0.0,0.0,0.00015645608941637043,0.25880954526822075
user_046,16.8,0.0,0.0,0.0,0.0003719062008907445,0.2566566978532558
user_047,19.200000000000003,0.0,0.0,0.0,0.00938501000747537,0.2560330133293392
user_048,27.900000000000002,0.0,0.0,0.0,0.00042464485038113,0.25961561196340466
user_049,68.60000000000001,0.0,0.0,0.0,0.00024634301409480973,0.24330047249421827
user_050,7.700000000000001,0.0,0.0,0.0,0.0005911687903833632,0.23553085960099765
user_051,61.60000000000001,0.0,0.0,0.0,0.00020240428077145396,0.251239666867552
user_052,11.700000000000001,0.0,0.0,0.0,0.00014586079911624967,0.27604047077325805
user_053,30.599999999999998,0.0,0.0,0.0,0.00031834673088433917,0.24981457973260607
user_054,19.8,0.0,0.0,0.0,0.0002983310039756852,0.24069115978873054
user_055,27.900000000000002,0.0,0.0,0.0,0.0001412686746562509,0.2398472271076876
user_056,16.0,0.0,0.0,0.0,0.0001907043287307658,0.2483373723078385
user_057,75.2,0.0,0.0,0.0,0.00017027900648613833,0.2393255011027013
user_058,46.4,0.0,0.0,0.0,0.00011707251413736099,0.25809952798099123
user_059,46.0,0.0,0.0,0.0,0.00039685846159389135,0.2699875435120347
user_060,77.39999999999999,0.0,0.0,0.0,0.00016293846045639703,0.25474629863799314
user_061,4.9,0.0,0.0,0.0,0.00010618866493476446,0.2401400363674597
user_062,54.6,0.0,0.0,0.0,0.0004877964959935429,0.2622242649269846
user_063,18.0,0.0,0.0,0.0,0.00016745502224106254,0.2472798727996906
user_064,44.0,0.0,0.0,0.0,0.0014961163842775304,0.24947611009750262
user_065,15.299999999999999,0.0,0.0,0.0,0.00025864973379753083,0.25525218741579175
user_066,142.5,0.0,0.0,0.0,0.00041624050839777983,0.2511882810463156
user_067,3.6000000000000005,0.0,0.0,0.0,0.00031458505078147005,0.23821983326765903
user_068,42.0,0.0,0.0,0.0,0.00013488403217086706,0.26235323040987363
user_069,46.2,0.0,0.0,0.0,0.00023624847962533954,0.25527647796994885
user_070,79.8,0.0,0.0,0.0,0.00013907106831265889,0.2591775101995896
user_071,36.300000000000004,0.0,0.0,0.0,0.0002857330854666363,0.25320781425693667
user_072,11.399999999999999,0.0,0.0,0.0,0.00011455289162971942,0.24510769063211277
user_073,57.2,0.0,0.0,0.0,0.00048289019968705924,0.24975893196872195
user_074,50.400000000000006,0.0,0.0,0.0,0.008376750283720879,0.24268459977351609
user_075,32.5,0.0,0.0,0.0,0.00013383734989416829,0.2639393617483792
user_076,200.60000000000002,0.0,0.0,0.0,0.0006234699205388345,0.2558354817415707
user_077,348.0,0.0,0.0,0.0,0.000519726957346064,0.255359034034473
user_078,353.6,0.0,0.0,0.0,0.0007958511587940317,0.2540911832330716
user_079,260.7,0.0,0.0,0.0,0.00025788315674986096,0.2562347497678036
user_080,336.7,0.0,0.0,0.0,0.002842823102921041,0.2591227709575404
user_081,270.0,0.0,0.0,0.0,0.0005089844688433336,0.24525023435451246
user_082,470.79999999999995,0.0,0.0,0.0,0.014204903835030256,0.27131018614216534
user_083,193.20000000000002,0.0,0.0,0.0,0.0006497771181587859,0.24741217801957585
user_084,243.0,0.0,0.0,0.0,0.0006811582156224787,0.2550982532749594
user_085,342.0,0.0,0.0,0.0,0.0002755383332261244,0.24684146637121115
user_086,460.20000000000005,0.0,0.0,0.0,0.0003948254621661659,0.24922293602857282
user_087,263.5,0.0,0.0,0.0,0.0003282445260368625,0.25561275833399333
user_088,319.79999999999995,0.0,0.0,0.1,0.00038611076320767024,0.25692899166266947
user_089,356.7,0.0,0.0,0.1,0.0003003748559584307,0.24820063940028955
user_090,221.20000000000002,0.0,0.0,0.0,0.006709856736107905,0.266502523898098
user_091,285.6,0.0,0.0,0.0,0.0003106268032666356,0.251014091018904
user_092,241.5,0.0,0.0,0.0,0.0001631998918794515,0.2619452589520067
user_093,488.4,0.0,0.0,0.0,0.0003126539813272457,0.25677109160847467
user_094,361.0,0.0,0.0,0.0,0.0003393732388814596,0.2473111170006268
user_095,338.40000000000003,0.0,0.0,0.0,0.00037967884962683963,0.2509145681944942
user_096,261.8,0.0,0.0,0.0,0.002766575713424015,0.2605047078985236
user_097,173.6,0.0,0.0,0.0,0.0002423014664824472,0.2604573626082589
user_098,237.60000000000002,0.0,0.0,0.1,0.0004532126457656586,0.2517049348449602
user_099,382.20000000000005,0.0,0.0,0.0,0.0001648667152388483,0.2611315045966112
user_100,516.0,0.0,0.0,0.0,0.00027089405375605016,0.25405715676024754
user_101,198.4,0.0,0.0,0.0,0.00021049017001459284,0.24695117163989622
user_102,422.3,0.0,0.0,0.0,0.00022064799426666477,0.2548430535497927
user_103,334.8,0.0,0.0,0.0,0.00037084285156630643,0.2518008112703364
user_104,339.29999999999995,0.0,0.0,0.0,0.0003697409082739486,0.24869909981387459
user_105,483.8,0.0,0.0,0.0,0.0002373930235520553,0.24999974633705724
user_106,219.0,0.0,0.0,0.0,0.0012059335451105784,0.24721769485585374
user_107,442.90000000000003,0.0,0.0,0.0,0.014512862681172441,0.2681422009306321
user_108,381.3,0.0,0.0,0.0,0.0002896312181590329,0.2551311410524999
user_109,204.00000000000003,0.0,0.0,0.0,0.00018306334035046943,0.2473459104964409
user_110,397.79999999999995,0.0,0.0,0.0,0.00029173506683401797,0.2538162252385556
user_111,459.2,0.0,0.0,0.0,0.0005511314413278582,0.2543353384965361
user_112,327.59999999999997,0.0,0.0,0.0,0.00029528924927996333,0.2518488952067768
user_113,347.1,0.0,0.0,0.0,0.00022757451789450593,0.25560816223850513
user_114,673.1999999999999,0.0,0.0,0.0,0.0005314748925438655,0.25067995359766804
user_115,210.0,0.0,0.0,0.0,0.0002008059159800142,0.2561329836339541
user_116,421.40000000000003,0.0,0.0,0.0,0.0024695350061703838,0.25657360614899044
user_117,243.0,0.0,0.0,0.0,0.0002266297241553786,0.25371224443778706
user_118,425.0,0.0,0.0,0.0,0.00021013434355393503,0.2528173887452945
user_119,557.7,0.0,0.0,0.1,0.017899183346636705,0.2733782151563086
user_120,488.0,0.0,0.0,0.0,0.00018267445955648287,0.25167982126883454
user_121,325.6,0.0,0.0,0.0,0.0007750285345736037,0.25106294150801656
user_122,384.8,0.0,0.0,0.0,0.0007041350751127932,0.24534896126836417
user_123,296.0,0.0,0.0,0.0,0.0003998838247149904,0.25456599894649845
user_124,531.1,0.0,0.0,0.0,0.0002955076318716217,0.24993589389288398
user_125,421.8,0.0,0.0,0.0,0.0005152621380044551,0.24680700331482877
user_126,0.0,0.0,0.0,338.2,0.00015921253278631896,0.26559014198206676
user_127,0.0,0.0,0.0,332.8,0.02052673402141099,0.2849466292370827
user_128,0.0,0.0,0.0,224.10000000000002,0.0001693085178099942,0.26557999003823934
user_129,0.0,0.0,0.0,381.5,0.0008099844664246887,0.26597504929898036
user_130,0.0,0.0,0.0,313.5,0.010734720280786147,0.25801549168283405
user_131,0.0,0.0,0.0,284.7,0.00038011197045365085,0.26599748184963745
user_132,0.0,0.0,0.0,218.4,0.00024876222135118676,0.26293222498893776
user_133,0.0,0.0,0.0,492.0,0.008317476162134126,0.27552225277102727
user_134,0.0,0.0,0.0,452.4,0.00044696904221432017,0.2552811187152765
user_135,0.0,0.0,0.0,385.2,0.00016702549858087473,0.2589475135342287
user_136,0.0,0.0,0.0,481.49999999999994,0.00034472400133924607,0.2586231378101029
user_137,0.0,0.0,0.0,210.0,0.00023147865939074735,0.2651631871012788
user_138,0.0,0.0,0.0,228.0,0.00029672927941841004,0.26628249133890475
user_139,0.0,0.0,0.0,440.3,0.00040388287850465085,0.2522141447129095
user_140,0.0,0.0,0.0,319.0,0.000386823262676098,0.2617138928562693
user_141,0.0,0.0,0.0,334.8,0.0012309841854148496,0.26083491406995457
user_142,0.0,0.0,0.0,454.5,0.0005775459590973291,0.2579131221621886
user_143,0.0,0.0,0.0,174.9,0.004987366073722184,0.25459646645584916
user_144,0.0,0.0,0.0,307.8,0.0008897207044800464,0.2583239807268254
user_145,0.0,0.0,0.0,420.0,0.00038431204055047193,0.26516891570276513
user_146,0.0,0.0,0.0,254.6,0.00042386411294341095,0.2641426179712725
user_147,0.0,0.0,0.0,412.5,0.0005698939443625432,0.26671693600775337
user_148,0.0,0.0,0.0,190.0,0.0008214434941617477,0.26309876271568433
user_149,0.0,0.0,0.0,178.2,0.00024486737536203763,0.2703233326533262
user_150,0.0,0.0,0.0,390.0,0.00020811467073589737,0.26073958534160874
user_151,0.0,0.0,0.0,315.0,0.0001552993817939512,0.26487536224896024
user_152,0.0,0.0,0.0,299.20000000000005,0.0007719635755543073,0.2549306477119799
user_153,0.0,0.0,0.0,222.0,0.00013745605385544722,0.27148516047699806
user_154,0.0,0.0,0.0,192.0,0.0004165184513725918,0.2600159957592635
user_155,0.0,0.0,0.0,397.79999999999995,0.012678345082030907,0.27192902401191477
user_156,0.0,0.0,0.0,273.0,0.00036557319914972216,0.2644410011994885
user_157,0.0,0.0,0.0,266.0,0.0002878151601364992,0.25383033679802625
user_158,0.0,0.0,0.0,408.0,0.0005166169146316296,0.2616955764916685
user_159,0.0,0.0,0.0,260.7,0.0004745215256720212,0.26343385336072306
user_160,0.0,0.0,0.0,223.3,0.0001576173789910133,0.26097950573858253
user_161,0.0,0.0,0.0,243.0,0.0018033868661677295,0.2647267425071509
user_162,0.0,0.0,0.0,362.6,0.01843076232610888,0.27741544882892744
user_163,0.0,0.0,0.0,294.5,0.00017681579806367196,0.2621073840461964
user_164,0.0,0.0,0.0,266.59999999999997,0.00023811980384748775,0.268518673932587
user_165,0.0,0.0,0.0,309.4,0.00022417631685939422,0.2684559621082899
user_166,0.0,0.0,0.0,347.2,0.00024681197936712217,0.2543152738078821
user_167,0.0,0.0,0.0,444.0,0.009831189081647757,0.26822606008479843
user_168,0.0,0.0,0.0,324.0,0.0003463364113494991,0.2524568758599026
user_169,0.0,0.0,0.0,349.2,0.0002456655186630942,0.2642086072173618
user_170,0.0,0.0,0.0,234.0,0.00018303126809154856,0.2667492708039089
user_171,0.0,0.0,0.0,185.6,0.000361911312188063,0.25995227310491087
user_172,0.0,0.0,0.0,421.20000000000005,0.00032651329056251953,0.2569098690237999
user_173,0.0,0.0,0.0,415.8,0.0003462184069824555,0.25927920832543677
user_174,0.0,0.0,0.0,420.0,0.0008773432215685241,0.2654638209711959
user_175,0.0,0.0,0.0,231.2,0.00022760511976986647,0.259976243443218
user_176,0.0,0.0,0.0,306.0,0.0006017013017775639,0.24914314182401176
user_177,0.0,0.0,0.0,302.6,0.0002308739016200752,0.2651862111114431
user_178,0.0,0.0,0.0,306.0,0.001197094545029192,0.253232628014738
user_179,0.0,0.0,0.0,210.6,0.00031054708168872793,0.2562058773699202
user_180,0.0,0.0,0.0,406.59999999999997,0.0001735612806703216,0.25986302268335554
user_181,0.0,0.0,0.0,244.00000000000003,0.00040651714976099376,0.2666365993600623
user_182,0.0,0.0,0.0,312.0,0.00045664472869808747,0.2661286617323284
user_183,0.0,0.0,0.0,328.0,0.00019807700282788743,0.2631609654004933
user_184,0.0,0.0,0.0,437.5,0.00045899571733542236,0.2611398589174271
user_185,0.0,0.0,0.0,416.0,0.0002601004184291516,0.26134472356335087
user_186,0.0,0.0,0.0,310.4,0.00523483716717846,0.2597570111478792
user_187,0.0,0.0,0.0,278.4,0.00024872265177926445,0.2589656461877705
user_188,0.0,0.0,0.0,360.0,0.0005596694452109268,0.24722932826510816
user_189,0.0,0.0,0.0,296.0,0.00037184171475479076,0.2589480164534734
user_190,0.0,0.0,0.0,744.8,0.00025067559270204804,0.2564807389277333
user_191,0.0,0.0,0.0,410.40000000000003,0.004718916669598528,0.26299112890334714
user_192,0.0,0.0,0.0,440.8,0.0014956790776772019,0.258755182148479
user_193,0.0,0.0,0.0,258.0,0.0006960013584451401,0.26348923613491365
user_194,0.0,0.0,0.0,418.50000000000006,0.00027286851763228036,0.2570810543383756
user_195,0.0,0.0,0.0,384.0,0.008816059868264241,0.2632569114007088
user_196,0.0,0.0,0.0,208.8,0.001199169432225006,0.2610688389531982
user_197,0.0,0.0,0.0,377.6,0.000397913083320495,0.2655004221976546
user_198,0.0,0.0,0.0,410.0,0.00019067205212220853,0.2622221328820908
user_199,0.0,0.0,0.0,472.0,0.000167439717931137,0.2644943884900536
user_200,0.0,0.0,0.0,186.0,0.0008378210909375025,0.2512563809869065
user_201,0.0,0.0,0.0,261.8,0.0008937486145786278,0.2656133127806412
user_202,0.0,0.0,0.0,410.7,0.008977451132307367,0.27402652697697566
user_203,0.0,0.0,0.0,289.0,0.01035774119632935,0.2673030710470108
user_204,0.0,0.0,0.0,287.1,0.0012191829794172557,0.25385846015854086
user_205,0.0,0.0,0.0,352.0,0.0003125511071382365,0.2688476547132022
user_206,0.0,0.0,0.0,347.1,0.00975966862703393,0.2648738026636626
user_207,0.0,0.0,0.0,377.4,0.0003798230205885741,0.26657736215318245
user_208,0.0,0.0,0.0,213.3,0.0001921110304306571,0.264250728544995
user_209,0.0,0.0,0.0,160.8,0.00013867722556193916,0.26665442129818423
user_210,0.0,0.0,0.0,266.79999999999995,0.000279258306589677,0.2568963458603407
user_211,0.0,0.0,0.0,189.0,0.0004639278866590911,0.26039291942342996
user_212,0.0,0.0,0.0,422.3,0.008621575783218406,0.26259452407595785
user_213,0.0,0.0,0.0,124.80000000000001,0.013771287794893729,0.28068131045920375
user_214,0.0,0.0,0.0,281.6,0.0003211760059907907,0.2674091956879972
user_215,0.0,0.0,0.0,380.8,0.0001922303817102264,0.2632368874481052
user_216,0.0,0.0,0.0,195.2,0.00015651680784786604,0.2642689897694232
user_217,0.0,0.0,0.0,429.2,0.0005234832938079906,0.25597568172065427
user_218,0.0,0.0,0.0,290.40000000000003,0.00020460367098847245,0.26786987329777495
user_219,0.0,0.0,0.0,258.0,0.00016278477929092237,0.2635028270392084
user_220,0.0,0.0,0.0,418.0,0.005161887414495758,0.26017110727368026
user_221,0.0,0.0,0.0,488.0,0.0012349494977863776,0.260584509473628
user_222,0.0,0.0,0.0,285.0,0.005034047894435314,0.26971862375211497
user_223,0.0,0.0,0.0,310.2,0.01019766426459164,0.2784276804690327
user_224,0.0,0.0,0.0,426.40000000000003,0.008955071917754529,0.2717310501912742
user_225,0.0,0.0,0.0,331.2,0.00023437200547048165,0.25360928862396204
user_226,0.0,0.0,0.0,170.79999999999998,0.00014733333077167002,0.2705384924786803
user_227,0.0,0.0,0.0,319.6,0.00026872877378058196,0.26567859854326176
user_228,0.0,0.0,0.0,260.69999999999993,0.0005840487743017905,0.2625288860155903
user_229,0.0,0.0,0.0,182.0,0.00016321374103142733,0.2591374479456237
user_230,0.0,0.0,0.0,158.10000000000002,0.00014124887678821792,0.26223916859397184
user_231,0.0,0.0,0.0,321.9,0.00040114292776225423,0.2566182826810263
user_232,0.0,0.0,0.0,182.70000000000002,0.0012810332414986021,0.2644890036587098
user_233,0.0,0.0,0.0,362.6,0.0009610547402833202,0.2580104954188021
user_234,0.0,0.0,0.0,248.0,0.00022180103083616187,0.260350969194603
user_235,0.0,0.0,0.0,234.89999999999998,0.00025866955675341236,0.2505240699435089
user_236,0.0,0.0,0.0,295.79999999999995,0.00016203989358498872,0.25511808746626263
user_237,0.0,0.0,0.0,420.0,0.0008039524888872905,0.2680065331340306
user_238,0.0,0.0,0.0,145.0,0.01743068656672332,0.26891759344614496
user_239,0.0,0.0,0.0,409.5,0.000580137044543141,0.2640846908063272
user_240,0.0,0.0,0.0,501.6,0.0005930971579597975,0.24945778558746048
user_241,0.0,0.0,0.0,439.2,0.0003833267619165437,0.2659998017370266
user_242,0.0,0.0,0.0,610.0,0.0005953986324834657,0.25515259444202404
user_243,0.0,0.0,0.0,258.1,0.011417305775539897,0.27295854350333254
user_244,0.0,0.0,0.0,311.5,0.00025159211969460636,0.262859430399954
user_245,0.0,0.0,0.0,395.2,0.0002154959378884788,0.2621201749554243
user_246,0.0,0.0,0.0,524.6,0.0001850662066638519,0.2608058681009423
user_247,0.0,0.0,0.0,272.8,0.00014255336608892002,0.2621841945229776
user_248,0.0,0.0,0.0,295.2,0.009274591305588083,0.2655569558052305
user_249,0.0,0.0,0.0,445.2,0.0005855172059892075,0.26036340204620273
user_250,0.0,0.0,0.0,383.8,0.0004093717949786054,0.26835980400057896
user_251,0.0,256.5,0.0,0.0,0.05738965498182648,0.2600165808788407
user_252,0.0,130.0,0.0,0.0,0.04454493855604175,0.2625547683177602
user_253,0.0,138.6,0.0,0.0,0.051150068772175795,0.26051470365100976
user_254,0.0,91.2,0.0,0.0,0.04839172399261902,0.2569425102413119
user_255,0.0,231.4,0.0,0.0,0.06277689954151154,0.2581661762429442
user_256,0.0,149.6,0.0,0.0,0.040991389693828935,0.2613386777768217
user_257,0.0,140.8,0.0,0.0,0.051099591757725535,0.2582130482704354
user_258,0.0,212.5,0.0,0.0,0.0391749258048951,0.2562016945314359
user_259,0.0,126.0,0.0,0.0,0.05652901729489211,0.2554353012373082
user_260,0.0,221.0,0.0,0.0,0.05681692041939358,0.2630100122329218
user_261,0.0,86.39999999999999,0.0,0.0,0.04875332694718688,0.26030562903841337
user_262,0.0,244.4,0.0,0.0,0.06106888142380883,0.2554371814297115
user_263,0.0,376.2,0.0,0.0,0.052694290792567496,0.2579440432531739
user_264,0.0,194.39999999999998,0.0,0.0,0.04814262215370856,0.257698332273369
user_265,0.0,102.60000000000001,0.0,0.0,0.05630084056459041,0.25667221141657465
user_266,0.0,188.6,0.0,0.0,0.05189030869534548,0.2638054703477483
user_267,0.0,245.00000000000003,0.0,0.0,0.04809011556636245,0.26290907746477243
user_268,0.0,257.40000000000003,0.0,0.0,0.0468360716823358,0.2631725542356135
user_269,0.0,284.20000000000005,0.0,0.0,0.0470005080616423,0.25877415584712804
user_270,0.0,160.8,0.0,0.0,0.051768601206302466,0.25951784558864005
user_271,0.0,201.60000000000002,0.0,0.0,0.05374667087600037,0.255717898305264
user_272,0.0,179.4,0.0,0.0,0.0397021750349808,0.2622623028246414
user_273,0.0,161.0,0.0,0.0,0.046835311617980144,0.2583007083902931
user_274,0.0,146.39999999999998,0.0,0.0,0.05650685378797119,0.260003522447728
user_275,0.0,201.60000000000002,0.0,0.0,0.058594215002169936,0.2562766357818123
user_276,0.0,170.39999999999998,0.0,0.0,0.04628368633149469,0.2576716857865311
user_277,0.0,180.0,0.0,0.0,0.049888441460593985,0.26369664853050784
user_278,0.0,245.7,0.0,0.0,0.04881807157534187,0.2594134586940334
user_279,0.0,103.4,0.0,0.0,0.04575436888846412,0.2546792335771913
user_280,0.0,121.0,0.0,0.0,0.04481607216442696,0.26256333140446053
user_281,0.0,282.8,0.0,0.0,0.04538343879857422,0.26543437694339894
user_282,0.0,165.0,0.0,0.0,0.05243437189687576,0.25927114059697853
user_283,0.0,291.2,0.0,0.0,0.04913721452456835,0.26381369464796817
user_284,0.0,315.9,0.0,0.0,0.04934063100450447,0.2564043326872866
user_285,0.0,200.0,0.0,0.0,0.05520930800120455,0.2578496688047851
user_286,0.0,124.80000000000001,0.0,0.0,0.0526789909092571,0.25833981781598514
user_287,0.0,368.90000000000003,0.0,0.0,0.054944264427052615,0.25734915144751197
user_288,0.0,228.8,0.0,0.0,0.05782481817323007,0.25674127520519513
user_289,0.0,237.5,0.0,0.0,0.05288047171406081,0.25634128308503146
user_290,0.0,262.59999999999997,0.0,0.0,0.05401682648442522,0.2628380974202582
user_291,0.0,139.2,0.0,0.0,0.045847219843276915,0.26384676860069606
user_292,0.0,130.20000000000002,0.0,0.0,0.055920487092842475,0.2564299163613365
user_293,0.0,201.60000000000002,0.0,0.0,0.060437477773187774,0.25613819011166805
user_294,0.0,296.8,0.0,0.0,0.0559334013671698,0.2593402554888534
user_295,0.0,158.4,0.0,0.0,0.058150005280325545,0.25854793994964437
user_296,0.0,223.6,0.0,0.0,0.0478508156316123,0.256870422008675
user_297,0.0,73.1,0.0,0.0,0.057103510822735716,0.26020055617176857
user_298,0.0,168.0,0.0,0.0,0.03996548756809843,0.26446535639716384
user_299,0.0,257.40000000000003,0.0,0.0,0.04826266380383743,0.26347041124578297
user_300,0.0,225.60000000000002,0.0,0.0,0.046347358101978535,0.2595595229479351
user_301,0.0,270.40000000000003,0.0,0.0,0.05372820983012045,0.2641663917938302
user_302,0.0,210.6,0.0,0.0,0.052048868229166496,0.2640862793065147
user_303,0.0,134.0,0.0,0.0,0.03464410418996629,0.2586833892106749
user_304,0.0,284.20000000000005,0.0,0.0,0.04621693270898995,0.26673316168746075
user_305,0.0,146.39999999999998,0.0,0.0,0.04755422969005791,0.25769096894610477
user_306,0.0,280.8,0.0,0.0,0.06460776165663804,0.2602754808001152
user_307,0.0,179.4,0.0,0.0,0.04577650452895201,0.26695815656740496
user_308,0.0,212.5,0.0,0.0,0.0445356914558361,0.258909513011464
user_309,0.0,226.2,0.0,0.0,0.047243054319436886,0.2579071436306281
user_310,0.0,170.20000000000002,0.0,0.0,0.05487573290375539,0.2572964726904873
user_311,0.0,187.5,0.0,0.0,0.04397558138623655,0.2674639650354268
user_312,0.0,179.4,0.0,0.0,0.04675918536931374,0.2547559442604447
user_313,0.0,336.0,0.0,0.0,0.0467536819542354,0.2625801802278077
user_314,0.0,161.70000000000002,0.0,0.0,0.033577806277142255,0.26220875231040236
user_315,0.0,175.0,0.0,0.0,0.04661313200179564,0.2580326988332877
user_316,0.0,342.20000000000005,0.0,0.0,0.0479772943040387,0.26137090145174313
user_317,0.0,160.8,0.0,0.0,0.05479489946670574,0.2584081671934293
user_318,0.0,200.0,0.0,0.0,0.04697567206603277,0.26380681017142926
user_319,0.0,245.00000000000003,0.0,0.0,0.061382385505562215,0.2572085874468058
user_320,0.0,305.1,0.0,0.0,0.04638899741854891,0.25635181045905453
user_321,0.0,117.8,0.0,0.0,0.06035692015587965,0.26077731003349663
user_322,0.0,232.50000000000003,0.0,0.0,0.05475152056584189,0.26073309811460527
user_323,0.0,189.60000000000002,0.0,0.0,0.048852480764128375,0.2610627918198209
user_324,0.0,163.29999999999998,0.0,0.0,0.0429015217899948,0.259109876172991
user_325,0.0,190.0,0.0,0.0,0.05511289634627588,0.2589077179779705
user_326,0.0,160.6,0.0,0.0,0.05942783389374666,0.2624925849437703
user_327,0.0,140.29999999999998,0.0,0.0,0.04787703410772317,0.2670708628095436
user_328,0.0,93.10000000000001,0.0,0.0,0.05393332601531465,0.2606493553596198
user_329,0.0,177.5,0.0,0.0,0.05029311964247527,0.2640188096722102
user_330,0.0,129.60000000000002,0.0,0.0,0.046645519242588564,0.2622817557648313
user_331,0.0,149.5,0.0,0.0,0.057410921945819975,0.25899903589101625
user_332,0.0,170.20000000000002,0.0,0.0,0.057765561234683994,0.264943263934543
user_333,0.0,245.7,0.0,0.0,0.046730694812481224,0.2637015350835513
user_334,0.0,119.70000000000002,0.0,0.0,0.051832489021351666,0.26311311780525914
user_335,0.0,189.60000000000002,0.0,0.0,0.048169210365558955,0.26504716312357096
user_336,0.0,188.60000000000002,0.0,0.0,0.04989476908995884,0.26115689468916115
user_337,0.0,158.39999999999998,0.0,0.0,0.04533210822316481,0.25701029760585165
user_338,0.0,210.0,0.0,0.0,0.05036897721026402,0.2620797681395636
user_339,0.0,192.5,0.0,0.0,0.053024798125503037,0.2543987665917814
user_340,0.0,244.4,0.0,0.0,0.04701514920960023,0.25412780292163856
user_341,0.0,86.1,0.0,0.0,0.06106444646701435,0.2574939693794106
user_342,0.0,149.6,0.0,0.0,0.04853506331251154,0.2589053388031609
user_343,0.0,149.5,0.0,0.0,0.044663279827386125,0.2601739342091696
user_344,0.0,231.4,0.0,0.0,0.04857328301078276,0.2657159699945165
user_345,0.0,291.2,0.0,0.0,0.050477940100477015,0.2617446767678774
user_346,0.0,149.5,0.0,0.0,0.052917769681981586,0.2524601990649926
user_347,0.0,232.50000000000003,0.0,0.0,0.0498086432399331,0.2675820617777312
user_348,0.0,138.0,0.0,0.0,0.04979639879037139,0.2633316493413424
user_349,0.0,124.0,0.0,0.0,0.05124136162990772,0.2510119561273362
user_350,0.0,200.0,0.0,0.0,0.05138965108429522,0.26080674480123117
user_351,0.0,189.60000000000002,0.0,0.0,0.04794992758677175,0.2687122098435361
